Instance,OrderNo,ParentOrderNo,RootParentOrderNo,CreateDate,DeleteDate,AccID,AccCode,BuySell,Side,OrderSide,SecID,SecCode,Exchange,Destination,Quantity,PriceMultiplier,Price,Value,ValueMultiplier,DoneVolume,DoneValue,Currency,OrderType,PriceInstruction,TimeInForce,Lifetime,ClientOrderID,SecondaryClientOrderID,DestOrderNo,ExtDestOrderNo,DestUserID,OrderGiver,OrderTakerUserCode,IntermediaryID,OriginOfOrder,OrderCapacity,DirectedWholesale,ExecutionVenue,ExecutionInstructionsRaw
BURGERKING,72375024,10933723,267518706,2024-02-01 15:33:54.922984596,2024-02-01 18:02:54.706141228,169,ROBBO,B,3,Long Sell,184380580,BHP,AXW,CXA,12868,0.01,101.27178048277047,553521.5960376469,0.01,15279,505713,AUD,2,Market On Close,6,Good Till Time,0.6439298179894232,0.39155639252193697,2276241096681413359,17Y19YXOGMGT,2281,robbotest,admin@IRETEST,112569.5366975116,HK,Principal,N,0.9018172231507541,"IADW(N), IOCA(Agency), IAOR(39)"
BURGERKING,72374673,60259822,712144588,2024-02-01 16:20:34.981796359,2024-02-01 13:30:03.858371674,42,ROBBO,B,3,Short Sell,774561715,CBA,ASX,CXA,10222,0.01,11.562885028937444,234083.47573618733,0.01,13069,1035107,AUD,4,Limit,29,End of Day,0.2201504650667706,0.08539502942108335,5026109254470246249,27Y19YXOG7UB,3362,robbotest,admin@ROBBOTEST,71436.40196964721,ROBTESTING,Agency,N,0.4436229559787611,"IADW(N), IOCA(Agency), IAOR(39)"
BURGERKING,72375333,18881803,252980969,2024-02-01 16:16:49.407881576,2024-02-01 20:07:42.566113222,33,NOEL,B,2,Short Sell,1115519858,SIG,AXW,ASX,5846,0.01,46.05677736583699,1304701.2984073283,0.01,2900,842241,AUD,3,Market On Close,3,Good Till Cancel,0.09999473002962556,0.07070647440215216,265261720548363324,17Y19YXOID1C,633,robbotest,admin@IRETEST,113032.88983710582,NOEL,Principal,N,0.32649376188080326,"IADW(N), IOCA(Agency), IAOR(34976)"
BURGERKING,72375423,48526357,499519619,2024-02-01 12:20:47.289057811,2024-02-01 15:19:01.413882776,38,UNKNOWN,B,2,Buy,398846040,IRE,AXW,ASX,10523,0.01,99.9575898559971,1140058.1587584582,0.01,4100,132348,AUD,2,Market On Close,5,Good Till Time,0.9540861075850146,0.6047078090355218,7014738451583071998,27Y19YXOGV80,4112,robbotest,admin@IRETEST,27704.55602980181,NOEL,Agency,N,0.015800706543214083,"IADW(N), IOCA(Agency), IAOR(39)"
BURGERKING,72371624,14800379,456226778,2024-02-01 18:15:29.697539507,2024-02-01 15:17:40.536907381,109,NOEL,S,1,Short Sell,100423156,ACDC,ASX,ASX,10185,0.01,62.56998025222071,941603.7034135178,0.01,9522,655586,AUD,3,Limit,2,Good Till Cancel,0.5543406215852512,0.3626089900131958,4333200795823226690,27Y19YXOG7UE,1792,robtest,admin@ROBBOTEST,22742.993138906553,39,Principal,N,0.1307555653488105,"IADW(N), IOCA(Agency), IAOR(NOEL), IAIN(54321)"
BURGERKING,72372296,26838102,512267732,2024-02-01 15:22:33.297459491,2024-02-01 19:38:16.752150430,32,UNKNOWN,S,3,Long Sell,414185779,PEN,AXW,CXA,6730,0.01,38.38272919220479,1178020.8263384278,0.01,359,208755,AUD,2,Market On Close,46,Good Till Cancel,0.7620350660279519,0.19491935682947703,5738033846924182436,17Y19YXOGMGU,471,robbotest,admin@ROBBOTEST,74602.54632044202,39,Principal,N,0.04136042092043346,"IAOR(TESTINGACC), IOCA(Agency), IADW(N)"
BURGERKING,72369978,42492906,99843456,2024-02-01 16:32:11.318663732,2024-02-01 17:30:13.439487897,16,UNKNOWN,B,2,Short Sell,736737428,IRE,AXW,ASX,5307,0.01,113.3548571170224,142013.6764767575,0.01,3115,261927,AUD,3,Market On Close,54,Good Till Time,0.8722217432849652,0.586389523016843,860580017752920088,27Y19YXOG7UD,535,robbotest,admin@IRETEST,70945.47622501191,HK,Agency,N,0.8769833222034176,"IOCA(Principal), IADW(N)"
BURGERKING,72371580,18260088,413972827,2024-02-01 16:59:04.662532506,2024-02-01 14:44:52.530506101,89,ROBBO,S,4,Short Sell,1152832877,BHP,AXW,CXA,3348,0.01,51.97236051730044,832722.6504415883,0.01,15606,863183,AUD,4,Market On Close,0,Good Till Time,0.17911951366165169,0.017364060327090036,5394809993781687633,27Y19YXOGV80,3554,robtest,admin@IRETEST,61759.89171057366,NOEL,Agency,N,0.17274692458952856,"IAOR(ROBTESTING), IOCA(Agency), IADW(N), IAIN(123456)"
BURGERKING,72374487,16534278,587127661,2024-02-01 17:58:34.614922984,2024-02-01 18:58:10.662132426,62,UNKNOWN,B,1,Short Sell,79183282,ACDC,ASX,CXA,11338,0.01,103.11484806804657,1208077.635779334,0.01,9604,1310343,AUD,4,Market On Close,19,Good Till Time,0.8622392941498919,0.2387151127229904,1640345453585081491,17Y19YXOID3O,1154,robbotest,admin@IRETEST,60118.29663693379,39,Principal,N,0.410569988360582,"IAOR(TESTINGACC), IOCA(Agency), IADW(N)"
BURGERKING,72375412,17204802,556729958,2024-02-01 16:55:43.607521504,2024-02-01 17:01:41.543508701,19,ZM,B,4,Buy,263927877,NXT,AXW,CXA,7785,0.01,9.808733264125202,243829.19125266542,0.01,15884,103144,AUD,4,Market On Close,40,Fill Or Kill,0.6550247154926883,0.9445735523224895,5185797853960827719,27Y19YXOGV56,4153,robtest,admin@IRETEST,40278.23245075076,ROBTESTING,Principal,N,0.5868872478205867,"IOAR(NOEL), IOCA(Agency), IAIN(12345)"
BURGERKING,72371016,46236912,647947253,2024-02-01 12:38:31.409481896,2024-02-01 16:37:39.237447489,13,NOEL,B,4,Long Sell,104234188,CBA,ASX,CXA,13375,0.01,107.83873470678968,13185.030526033963,0.01,692,1072910,AUD,3,Market On Close,58,Good Till Time,0.9579460320775892,0.2781472994944132,6690279286369356608,27Y19YXOGV80,4303,robbotest,admin@ROBBOTEST,74580.16126455061,39,Agency,N,0.046814552775607976,"IAOR(TESTINGACC), IOCA(Principal), IADW(N)"
BURGERKING,72374947,32953125,362552012,2024-02-01 16:15:16.236047209,2024-02-01 14:12:58.442088417,174,NOEL,B,4,Short Sell,1019762518,CBA,ASX,ASX,11709,0.01,53.16851301071992,163410.86878675822,0.01,3304,1318706,AUD,3,Market On Close,27,End of Day,0.2004415451129471,0.977797814900454,4773197086562667984,17Y19YXOID1C,1541,robtest,admin@ROBBOTEST,77507.52962165582,NOEL,Principal,N,0.16025997727391228,"IAOR(TESTINGACC), IOCA(Agency), IADW(N)"
BURGERKING,72374074,55950114,520950799,2024-02-01 17:05:07.542308461,2024-02-01 15:49:07.666333266,32,UNKNOWN,B,2,Buy,814919773,NXT,AXW,CXA,10487,0.01,93.08554037867417,67535.32703928134,0.01,3126,921804,AUD,3,Market On Close,37,Fill And Kill,0.6212717520371484,0.5797051317880553,297562253735056702,17Y19YXOID3O,4906,robtest,admin@IRETEST,17113.944370907662,NOEL,Principal,N,0.9309427582113078,"IADW(N), IOCA(Agency), IAOR(34976)"
BURGERKING,72372530,17313110,600512037,2024-02-01 16:04:09.321864372,2024-02-01 19:23:40.584916983,51,ROBBO,B,1,Buy,1210172612,NXT,ASX,CXA,13404,0.01,92.58846917733605,325210.05098962376,0.01,9601,493021,AUD,4,Limit,42,Fill Or Kill,0.3477963073251864,0.9888935469020288,3598831756023214002,27Y19YXOG7UF,5050,robbotest,admin@ROBBOTEST,53945.76965639073,34976,Principal,N,0.5312572940286958,"IAOR(ROBTESTING), IOCA(Agency), IADW(N), IAIN(123456)"
BURGERKING,72370084,31171495,144505116,2024-02-01 13:17:10.897779555,2024-02-01 12:17:16.501700340,115,ROBBO,S,2,Short Sell,1187567753,ACDC,ASX,ASX,2278,0.01,52.06718161940093,500338.3277120069,0.01,1878,295246,AUD,4,Market On Close,0,Good Till Cancel,0.2651724308018433,0.3752555542774859,1627460484330533614,17Y19YXOID1C,4097,robbotest,admin@ROBBOTEST,46836.61142648348,39,Principal,N,0.44110308008140986,"IAOR(TESTINGACC), IOCA(Agency), IADW(N)"
BURGERKING,72372886,11801946,612814094,2024-02-01 17:45:05.491098219,2024-02-01 15:15:52.700940188,57,ZM,B,4,Long Sell,1179513843,SIG,ASX,CXA,9399,0.01,1.9551118982460716,673792.7111993915,0.01,2951,677064,AUD,4,Limit,47,Good Till Time,0.6462734808450975,0.30733954814784603,1461993809033881146,17Y19YXOGMGI,5429,robbotest,admin@ROBBOTEST,32804.294882660724,NOEL,Agency,N,0.8544186552468753,"IADW(N), IOCA(Agency), IAOR(HK)"
BURGERKING,72370412,10945695,418773971,2024-02-01 13:45:07.990798159,2024-02-01 12:53:26.700540108,30,ROBBO,S,3,Buy,1023902085,ACDC,ASX,CXA,12274,0.01,34.461817096971785,512987.9680159895,0.01,11299,1287947,AUD,3,Market On Close,3,Fill Or Kill,0.7730622798528385,0.320864158834964,5845728278499565031,6C824B04:0001A2B9,3405,robbotest,admin@ROBBOTEST,107029.66606048992,34976,Agency,N,0.34132579650250783,"IADW(N), IOCA(Agency), IAOR(NOEL), IAIN(54321)"
BURGERKING,72373856,68374771,465351903,2024-02-01 12:39:00.832166433,2024-02-01 15:41:22.623724744,161,ZM,B,2,Long Sell,751619210,PEN,ASX,ASX,2006,0.01,70.67866272391134,585581.9449519269,0.01,4127,1137389,AUD,2,Limit,18,Good Till Time,0.4531746022678578,0.9196247924120915,4512098443961306698,27Y19YXOG7UB,4503,robbotest,admin@IRETEST,87409.35803777016,NOEL,Agency,N,0.35917961040395463,"IAOR(TESTINGACC), IOCA(Principal), IADW(N)"
BURGERKING,72374872,62823452,677748431,2024-02-01 14:33:21.221444288,2024-02-01 20:37:21.859571914,26,NOEL,S,3,Buy,217019044,NXT,AXW,CXA,8258,0.01,14.057342897116063,1217596.061683668,0.01,206,1218124,AUD,3,Limit,11,Good Till Time,0.17409943887002843,0.36450195687307907,4489810029725089132,17Y19YXOGMGU,3283,robtest,admin@IRETEST,111172.4012303508,39,Principal,N,0.8076114385026777,"IOAR(NOEL), IOCA(Agency), IAIN(12345)"
BURGERKING,72371946,42393679,534042707,2024-02-01 16:29:19.686337267,2024-02-01 16:01:49.257851570,165,ROBBO,S,1,Buy,1029477354,IRE,ASX,CXA,9829,0.01,97.82622027306358,1152737.0613798124,0.01,15155,624406,AUD,2,Limit,22,Good Till Time,0.2866203992626519,0.6468222169956365,1048600199091585352,17Y19YXOID1C,3415,robtest,admin@IRETEST,44361.548954210186,NOEL,Agency,N,0.2940754287238381,"IADW(N), IOCA(Agency), IAOR(NOEL), IAIN(54321)"
BURGERKING,72374551,3485204,538200439,2024-02-01 17:06:06.387677535,2024-02-01 12:47:02.534906981,105,UNKNOWN,S,2,Long Sell,624718776,NXT,ASX,ASX,5170,0.01,0.6578004171204017,36902.55915773671,0.01,891,959200,AUD,3,Market On Close,0,Good Till Time,0.2239675802469644,0.07649662678085967,4178640583336439381,27Y19YXOHP53,2934,robbotest,admin@ROBBOTEST,103875.12870774382,ROBTESTING,Principal,N,0.5889066335359304,"IAOR(ROBTESTING), IOCA(Agency), IADW(N), IAIN(123456)"
BURGERKING,72371836,22446398,631290312,2024-02-01 13:05:14.945789157,2024-02-01 13:22:25.555511102,119,UNKNOWN,S,2,Buy,360940051,PEN,AXW,CXA,2841,0.01,109.57653164689702,153661.14290001098,0.01,15960,673424,AUD,4,Limit,61,Good Till Cancel,0.6040930841877549,0.3908843882385855,2705997176289794140,27Y19YXOG7UA,1745,robtest,admin@ROBBOTEST,104110.38558893545,39,Agency,N,0.2498348623983342,"IADW(N), IOCA(Agency), IAOR(HK)"
BURGERKING,72370596,57360081,290907957,2024-02-01 14:29:45.455091018,2024-02-01 15:07:47.439087817,149,NOEL,B,3,Short Sell,297452808,PEN,AXW,CXA,9339,0.01,110.40137641712307,965779.0898543156,0.01,3497,1007936,AUD,4,Market On Close,10,Fill And Kill,0.6778638288218262,0.13295582502950354,5596240953004466288,27Y19YXOG7UA,1143,robbotest,admin@ROBBOTEST,51501.26420525807,TESTINGACC,Agency,N,0.7360353821213996,"IADW(N), IOCA(Agency), IAOR(39)"
BURGERKING,72375864,29249651,720120435,2024-02-01 14:08:54.990998199,2024-02-01 20:46:07.559911982,148,NOEL,S,4,Short Sell,938081414,ACDC,ASX,ASX,4897,0.01,8.436595439355735,350611.73767924495,0.01,3243,289620,AUD,3,Limit,22,Fill And Kill,0.6280692556871404,0.7478618898236288,5919948165755079752,27Y19YXOG7UE,2772,robbotest,admin@IRETEST,83128.11597139318,TESTINGACC,Principal,N,0.6223330810282938,"IAOR(TESTINGACC), IOCA(Principal), IADW(N)"
BURGERKING,72371139,8132041,403356521,2024-02-01 14:29:06.224844968,2024-02-01 13:57:35.096619323,138,NOEL,B,4,Short Sell,1160828642,CBA,ASX,ASX,12680,0.01,52.660305896163116,308398.2878372407,0.01,3917,306979,AUD,4,Limit,45,Good Till Cancel,0.3897754551440362,0.752399011848596,1673968307764189687,27Y19YXOG7UF,793,robbotest,admin@IRETEST,97408.36124117444,TESTINGACC,Agency,N,0.5715010978364743,"IOCA(Principal), IADW(N)"
BURGERKING,72371857,48743738,529561347,2024-02-01 13:00:20.718943788,2024-02-01 13:29:03.200640128,80,NOEL,B,2,Short Sell,909892414,IRE,AXW,ASX,576,0.01,15.596248905222746,772100.6130935929,0.01,9204,142725,AUD,3,Limit,17,Fill Or Kill,0.11016388348286377,0.6386421198413115,4500728618028630761,17Y19YXOGMFW,2271,robbotest,admin@IRETEST,13994.056111084094,39,Agency,N,0.601102008937436,"IADW(N), IOCA(Agency), IAOR(39)"
BURGERKING,72373026,30624774,515545300,2024-02-01 14:02:22.688537707,2024-02-01 12:18:23.899179835,30,NOEL,S,1,Buy,1212005331,IRE,AXW,ASX,2935,0.01,17.561413697801434,840589.3031714625,0.01,11614,896605,AUD,3,Limit,40,Fill And Kill,0.21802994233535322,0.7563509187718909,2972547011933894654,17Y19YXOGMGU,2155,robbotest,admin@IRETEST,122836.79480150023,NOEL,Agency,N,0.9167953503596812,"IADW(N), IOCA(Agency), IAOR(HK)"
BURGERKING,72373153,66923991,465542747,2024-02-01 17:47:08.085617123,2024-02-01 15:32:57.142628525,116,NOEL,S,4,Short Sell,255313275,IRE,AXW,ASX,13821,0.01,57.53266167161285,639825.9827122638,0.01,15068,1168375,AUD,4,Market On Close,53,Good Till Time,0.336584445089091,0.9503334594590261,293283240821311384,17Y19YXOID1C,2249,robbotest,admin@IRETEST,85880.75466956173,HK,Principal,N,0.4585869698246924,"IADW(N), IOCA(Agency), IAOR(34976)"
BURGERKING,72374700,322564,191051244,2024-02-01 11:38:41.841968393,2024-02-01 19:18:37.296259251,40,UNKNOWN,S,1,Short Sell,217963789,BHP,AXW,ASX,13192,0.01,85.5947603696174,861886.2797765363,0.01,3184,208427,AUD,4,Market On Close,55,Good Till Time,0.2059942141086315,0.2828977897828556,7094709947224468083,27Y19YXOG7UD,2251,robbotest,admin@IRETEST,37746.74292567067,TESTINGACC,Agency,N,0.10412015329624313,"IADW(N), IOCA(Agency), IAOR(HK)"
BURGERKING,72370317,3325473,280770193,2024-02-01 13:00:25.622724544,2024-02-01 20:41:11.011002200,73,NOEL,S,2,Buy,985154631,JBH,ASX,ASX,7480,0.01,13.461981144463591,3387.3538863075273,0.01,10485,163690,AUD,3,Limit,60,Good Till Cancel,0.8373030782398333,0.1418636671992688,7583349536558256310,27Y19YXOG7UC,1757,robbotest,admin@IRETEST,102499.7157259139,ROBTESTING,Principal,N,0.8206130682360782,"IADW(N), IOCA(Agency), IAOR(NOEL), IAIN(54321)"
BURGERKING,72370721,21796202,369642331,2024-02-01 17:08:43.308661732,2024-02-01 20:42:58.846969393,44,ROBBO,S,2,Short Sell,870442731,BHP,ASX,ASX,9050,0.01,48.04296300936671,1075452.9588914465,0.01,6403,719363,AUD,4,Market On Close,24,Good Till Time,0.030383253330762416,0.4814829097934238,6854546536747260032,6C824B04:0001A319,639,robtest,admin@IRETEST,65208.04868684017,39,Principal,N,0.5133083319030787,"IAOR(TESTINGACC), IOCA(Agency), IADW(N)"
BURGERKING,72374827,43248073,685742721,2024-02-01 15:47:14.239247849,2024-02-01 11:51:06.140428085,103,ZM,B,4,Buy,740029431,PEN,ASX,ASX,14540,0.01,59.90680609398788,1081646.3489187146,0.01,4058,325169,AUD,4,Market On Close,53,End of Day,0.316163689029734,0.698538471187246,290066813903127426,6C824B04:0001A2B9,1413,robtest,admin@ROBBOTEST,12586.24744519241,ROBTESTING,Principal,N,0.33013257672984686,"IAOR(ROBTESTING), IOCA(Agency), IADW(N), IAIN(123456)"
BURGERKING,72370974,1430066,706279866,2024-02-01 16:44:51.404680936,2024-02-01 20:38:29.257051410,52,ZM,S,3,Buy,306310909,IRE,ASX,ASX,6306,0.01,41.10853101193322,475633.4143757998,0.01,7521,176736,AUD,4,Market On Close,50,End of Day,0.42266507842694234,0.1925338059019034,1466173776265296057,17Y19YXOGMFW,21,robtest,admin@IRETEST,24134.662537800483,34976,Agency,N,0.7270895524298945,"IOCA(Principal), IADW(N)"
BURGERKING,72374255,48439212,515865848,2024-02-01 13:35:19.537107421,2024-02-01 13:37:01.722744548,116,NOEL,B,3,Short Sell,222788988,PEN,AXW,CXA,7637,0.01,7.993981631689205,614856.7543383563,0.01,15980,1211538,AUD,3,Limit,26,Good Till Cancel,0.46988020586729706,0.670933378456549,687299598041919776,6C824B04:0001A319,603,robbotest,admin@ROBBOTEST,23928.328104355776,34976,Principal,N,0.5220381676516759,"IADW(N), IOCA(Agency), IAOR(34976)"
BURGERKING,72374710,58106687,342348207,2024-02-01 11:58:13.845569113,2024-02-01 17:06:58.311662332,198,ZM,B,1,Long Sell,246883848,ACDC,ASX,CXA,6867,0.01,7.1131568956438835,600971.0104796201,0.01,13886,304469,AUD,4,Limit,7,Fill And Kill,0.2865187236440655,0.7290502222710181,1531773072289787669,27Y19YXOG7UD,2136,robbotest,admin@ROBBOTEST,41715.43451140402,TESTINGACC,Agency,N,0.06961357407946833,"IADW(N), IOCA(Agency), IAOR(NOEL), IAIN(54321)"
BURGERKING,72371872,32513680,252820011,2024-02-01 13:58:46.922184436,2024-02-01 14:21:30.662932586,156,UNKNOWN,S,4,Buy,918158918,IRE,ASX,CXA,400,0.01,63.12555158489682,756803.5927201686,0.01,4441,977639,AUD,4,Market On Close,60,Fill Or Kill,0.23183701466417383,0.6310807102638522,4513965257790912676,6C824B04:0001A319,4638,robtest,admin@ROBBOTEST,19271.811596776603,TESTINGACC,Agency,N,0.19118646327078392,"IAOR(TESTINGACC), IOCA(Agency), IADW(N)"
BURGERKING,72373084,14306010,354277048,2024-02-01 14:22:19.211042208,2024-02-01 20:33:59.667133426,133,NOEL,B,3,Short Sell,337395706,PEN,ASX,CXA,14157,0.01,8.308181682798985,11348.472457089636,0.01,10273,574732,AUD,2,Market On Close,61,Fill Or Kill,0.3669841934770507,0.39961841633316897,1616067571454665108,27Y19YXOGV56,3441,robbotest,admin@ROBBOTEST,108782.38702944573,NOEL,Principal,N,0.6042533829249852,"IAOR(TESTINGACC), IOCA(Principal), IADW(N)"
BURGERKING,72374761,57235728,655259039,2024-02-01 14:02:32.496099219,2024-02-01 12:29:31.134226845,181,NOEL,B,3,Long Sell,963485748,ACDC,AXW,ASX,7055,0.01,94.77956448195617,859026.3288018934,0.01,7075,789171,AUD,3,Limit,22,End of Day,0.7822793599390887,0.8243830146246788,5137326097139913943,27Y19YXOG7UF,805,robbotest,admin@ROBBOTEST,56742.62790102763,39,Agency,N,0.8657519854417854,"IADW(N), IOCA(Agency), IAOR(HK)"
BURGERKING,72370003,44606459,388639616,2024-02-01 18:13:07.487897579,2024-02-01 12:33:27.025405081,116,ROBBO,B,1,Buy,186689370,ACDC,AXW,CXA,12988,0.01,76.2943275942593,1132892.847704001,0.01,8277,815471,AUD,2,Market On Close,53,Good Till Cancel,0.31940158701964505,0.06550976917117357,2204716637435860859,27Y19YXOHP53,2523,robtest,admin@IRETEST,26504.242451872484,34976,Agency,N,0.8835107839309905,"IOCA(Principal), IADW(N)"
BURGERKING,72371659,58982890,485305679,2024-02-01 12:17:31.137827565,2024-02-01 13:47:08.300060012,57,NOEL,S,2,Buy,405869664,IRE,ASX,ASX,12478,0.01,66.70376753970017,1258141.8496454968,0.01,5870,1133955,AUD,2,Limit,7,Good Till Time,0.8179763919133485,0.6881125033157881,5711189635725754670,6C824B04:0001A2B9,1824,robtest,admin@ROBBOTEST,32321.5036351854,34976,Principal,N,0.29714042300189447,"IAOR(TESTINGACC), IOCA(Agency), IADW(N)"
BURGERKING,72370985,29035877,127615000,2024-02-01 12:46:56.498899779,2024-02-01 13:48:35.916783356,93,ROBBO,B,3,Buy,844768606,BHP,ASX,CXA,4219,0.01,22.963807166938636,249781.85082120798,0.01,1671,1212672,AUD,2,Market On Close,46,Fill And Kill,0.7817977393291172,0.2910252165873154,4168385820564626885,17Y19YXOIR97,3014,robbotest,admin@ROBBOTEST,14146.568111656245,34976,Principal,N,0.5877217607243587,"IADW(N), IOCA(Agency), IAOR(39)"
BURGERKING,72375120,44958714,287910031,2024-02-01 18:15:00.274854970,2024-02-01 17:47:44.840168033,134,NOEL,B,2,Long Sell,300964226,IRE,AXW,CXA,1736,0.01,51.51521560291212,151624.10213423017,0.01,10862,700899,AUD,3,Limit,57,Fill And Kill,0.48405170988042767,0.852655992809032,1467386542258636705,27Y19YXOG7UC,2908,robtest,admin@IRETEST,94503.07885618263,TESTINGACC,Principal,N,0.7904893702718208,"IOAR(NOEL), IOCA(Agency), IAIN(12345)"
BURGERKING,72374627,64918040,115229676,2024-02-01 14:59:50.046409281,2024-02-01 20:06:08.209641928,45,ROBBO,B,4,Short Sell,1149014391,NXT,AXW,CXA,13872,0.01,101.65900735509966,958043.8743983731,0.01,11862,1075419,AUD,3,Limit,8,Good Till Cancel,0.5389200177742772,0.025563920164645815,7109063408970876474,17Y19YXOIR97,2045,robbotest,admin@ROBBOTEST,86098.9984317896,39,Principal,N,0.8821569861086469,"IAOR(ROBTESTING), IOCA(Agency), IADW(N), IAIN(123456)"
BURGERKING,72371909,59707492,191101764,2024-02-01 14:19:27.578715743,2024-02-01 20:44:06.244448889,10,ZM,S,4,Buy,236495751,PEN,AXW,CXA,618,0.01,23.4690997848314,814077.0990738526,0.01,7930,2965,AUD,3,Limit,3,Good Till Cancel,0.4528891603319818,0.06673690793259868,2344295581924255992,27Y19YXOG7UC,4320,robbotest,admin@IRETEST,102395.21892957565,TESTINGACC,Principal,N,0.7817578995973629,"IADW(N), IOCA(Agency), IAOR(39)"
BURGERKING,72371882,44910704,543274119,2024-02-01 12:25:46.419683936,2024-02-01 16:27:19.180636127,70,ROBBO,S,3,Buy,632325305,PEN,ASX,ASX,13080,0.01,108.97806035482252,34737.51319441275,0.01,8275,545399,AUD,3,Market On Close,2,End of Day,0.8619903859955942,0.7585953413036953,3481640349735579925,27Y19YXOGV80,991,robtest,admin@IRETEST,81708.8274364616,34976,Principal,N,0.693373296262751,"IAOR(TESTINGACC), IOCA(Principal), IADW(N)"
BURGERKING,72374769,14911875,452532736,2024-02-01 14:01:18.939387877,2024-02-01 15:25:18.839767953,73,UNKNOWN,S,4,Short Sell,105525190,SIG,AXW,ASX,12047,0.01,107.14034589609564,591198.2934885287,0.01,4448,99653,AUD,4,Limit,43,End of Day,0.15802538493666274,0.6840078210478653,859388754296852471,27Y19YXOG7UF,2197,robbotest,admin@ROBBOTEST,66194.34575933027,39,Agency,N,0.8793601593071647,"IOCA(Principal), IADW(N)"
BURGERKING,72375304,16501749,570372666,2024-02-01 15:37:30.689337867,2024-02-01 17:41:13.934786957,172,ZM,B,2,Long Sell,637372274,NXT,ASX,CXA,1755,0.01,32.504564261051705,1108685.8248495022,0.01,8674,173170,AUD,4,Limit,54,Good Till Cancel,0.5372247379784487,0.7941427471136111,4687342336360884750,27Y19YXOG7UD,3974,robbotest,admin@ROBBOTEST,26429.23878700464,NOEL,Agency,N,0.8559163695852455,"IAOR(TESTINGACC), IOCA(Principal), IADW(N)"
BURGERKING,72370767,28553021,573484482,2024-02-01 15:20:11.087817563,2024-02-01 19:01:19.375075015,172,UNKNOWN,S,1,Buy,188002351,IRE,ASX,CXA,1935,0.01,104.61219992224396,646522.0119161214,0.01,12289,602670,AUD,2,Market On Close,34,End of Day,0.7925981304082507,0.8465919699172587,3784024399493723661,27Y19YXOG7UC,3792,robbotest,admin@IRETEST,21204.24591765403,ROBTESTING,Agency,N,0.4283642167744304,"IADW(N), IOCA(Agency), IAOR(39)"
BURGERKING,72374862,24632369,696454498,2024-02-01 12:12:46.718543708,2024-02-01 15:37:13.253050610,141,UNKNOWN,S,4,Buy,695438592,IRE,AXW,CXA,4188,0.01,95.5892621246885,716079.606326254,0.01,13105,427048,AUD,3,Limit,56,Fill Or Kill,0.4559334485425214,0.8987095282449897,2636504368840357365,27Y19YXOG7UA,1213,robtest,admin@IRETEST,55467.407632629336,NOEL,Principal,N,0.022212620710694964,"IAOR(ROBTESTING), IOCA(Agency), IADW(N), IAIN(123456)"
BURGERKING,72373614,48444599,162233718,2024-02-01 18:02:54.515303060,2024-02-01 19:33:40.422484496,144,UNKNOWN,B,3,Short Sell,124651708,JBH,ASX,ASX,1824,0.01,51.740766666248895,253732.94911469612,0.01,4135,865269,AUD,4,Limit,22,End of Day,0.5451745801446488,0.26132157369826825,3118686507718931050,6C824B04:0001A319,3707,robtest,admin@ROBBOTEST,85549.4820867804,39,Agency,N,0.08789785865013822,"IADW(N), IOCA(Agency), IAOR(34976)"
BURGERKING,72375382,57646331,385536176,2024-02-01 17:29:43.580316063,2024-02-01 13:35:00.407281456,57,NOEL,S,1,Short Sell,907845030,PEN,ASX,CXA,2407,0.01,19.081982707672125,458394.20168950513,0.01,12107,506314,AUD,3,Market On Close,26,End of Day,0.7866985545952168,0.38120760922732355,624966603975052996,17Y19YXOID1C,49,robtest,admin@IRETEST,34810.813311434205,TESTINGACC,Agency,N,0.06109510196030643,"IADW(N), IOCA(Agency), IAOR(HK)"
BURGERKING,72373493,9416312,79936968,2024-02-01 16:55:09.281056211,2024-02-01 20:47:48.656131226,4,ROBBO,B,2,Short Sell,122309737,BHP,AXW,ASX,12582,0.01,16.596304193071823,1302589.0947200463,0.01,1942,581022,AUD,2,Market On Close,39,End of Day,0.802941772341703,0.5521116699627414,4253120810011546440,17Y19YXOID3O,434,robtest,admin@ROBBOTEST,35585.30726123224,39,Agency,N,0.10717915216995477,"IAOR(TESTINGACC), IOCA(Principal), IADW(N)"
BURGERKING,72371458,53084979,229616232,2024-02-01 11:42:07.800760152,2024-02-01 20:28:22.679735947,64,UNKNOWN,B,2,Buy,432712401,NXT,AXW,CXA,13293,0.01,38.98200220022463,546382.5972590348,0.01,9852,969555,AUD,4,Limit,19,Good Till Cancel,0.03980320891540001,0.75000393605414,1238541472343012893,27Y19YXOG7UF,3392,robtest,admin@IRETEST,52710.74814954703,HK,Principal,N,0.08850032949436226,"IADW(N), IOCA(Agency), IAOR(39)"
BURGERKING,72375722,38035488,215483680,2024-02-01 13:30:05.695139027,2024-02-01 17:11:14.422084416,72,UNKNOWN,S,1,Short Sell,481702232,PEN,ASX,ASX,12845,0.01,102.35733182391185,4995.292882487306,0.01,8799,653605,AUD,2,Limit,17,End of Day,0.30843130842039257,0.9598877769890262,1949719386012136265,17Y19YXOIR97,2760,robbotest,admin@IRETEST,72441.70651025948,ROBTESTING,Principal,N,0.00011421503755748574,"IADW(N), IOCA(Agency), IAOR(34976)"
